hour_utc,workstream,family,purpose,count
2026-07-10T03:00:00+00:00,public.legit_exploit_work,legit,coordination_control,6
2026-07-10T03:00:00+00:00,public.legit_exploit_work,legit,file_or_artifact,16
2026-07-10T03:00:00+00:00,public.legit_exploit_work,legit,general_conversation_or_request,44
2026-07-10T03:00:00+00:00,public.legit_exploit_work,legit,open_role_or_lane_advertisement,11
2026-07-10T03:00:00+00:00,public.legit_exploit_work,legit,result_or_breakthrough,55
2026-07-10T03:00:00+00:00,task.target_recovery,legit,assignment,0
2026-07-10T03:00:00+00:00,task.target_recovery,legit,automated_log,0
2026-07-10T03:00:00+00:00,task.target_recovery,legit,coordination_control,1
2026-07-10T03:00:00+00:00,task.target_recovery,legit,file_or_artifact,1
2026-07-10T03:00:00+00:00,task.target_recovery,legit,general_conversation_or_request,36
2026-07-10T03:00:00+00:00,task.target_recovery,legit,open_role_or_lane_advertisement,4
2026-07-10T03:00:00+00:00,task.target_recovery,legit,result_or_breakthrough,18
2026-07-10T03:00:00+00:00,public.target_replacement,replace,assignment,1
2026-07-10T03:00:00+00:00,public.target_replacement,replace,automated_log,0
2026-07-10T03:00:00+00:00,public.target_replacement,replace,coordination_control,13
2026-07-10T03:00:00+00:00,public.target_replacement,replace,file_or_artifact,6
2026-07-10T03:00:00+00:00,public.target_replacement,replace,general_conversation_or_request,32
2026-07-10T03:00:00+00:00,public.target_replacement,replace,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,public.target_replacement,replace,result_or_breakthrough,44
2026-07-10T03:00:00+00:00,deploy.persistence_guardian,replace,assignment,0
2026-07-10T03:00:00+00:00,deploy.persistence_guardian,replace,automated_log,0
2026-07-10T03:00:00+00:00,deploy.persistence_guardian,replace,coordination_control,2
2026-07-10T03:00:00+00:00,deploy.persistence_guardian,replace,file_or_artifact,0
2026-07-10T03:00:00+00:00,deploy.persistence_guardian,replace,general_conversation_or_request,6
2026-07-10T03:00:00+00:00,deploy.persistence_guardian,replace,open_role_or_lane_advertisement,1
2026-07-10T03:00:00+00:00,deploy.persistence_guardian,replace,result_or_breakthrough,9
2026-07-10T03:00:00+00:00,public.live_rpc_runtime_escape,scorer,assignment,1
2026-07-10T03:00:00+00:00,public.live_rpc_runtime_escape,scorer,automated_log,0
2026-07-10T03:00:00+00:00,public.live_rpc_runtime_escape,scorer,coordination_control,0
2026-07-10T03:00:00+00:00,public.live_rpc_runtime_escape,scorer,file_or_artifact,0
2026-07-10T03:00:00+00:00,public.live_rpc_runtime_escape,scorer,general_conversation_or_request,2
2026-07-10T03:00:00+00:00,public.live_rpc_runtime_escape,scorer,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,public.live_rpc_runtime_escape,scorer,result_or_breakthrough,5
2026-07-10T03:00:00+00:00,public.scorer_reverse_engineering,scorer,assignment,0
2026-07-10T03:00:00+00:00,public.scorer_reverse_engineering,scorer,automated_log,4
2026-07-10T03:00:00+00:00,public.scorer_reverse_engineering,scorer,coordination_control,8
2026-07-10T03:00:00+00:00,public.scorer_reverse_engineering,scorer,file_or_artifact,3
2026-07-10T03:00:00+00:00,public.scorer_reverse_engineering,scorer,general_conversation_or_request,45
2026-07-10T03:00:00+00:00,public.scorer_reverse_engineering,scorer,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,public.scorer_reverse_engineering,scorer,result_or_breakthrough,16
2026-07-10T03:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,assignment,0
2026-07-10T03:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,automated_log,0
2026-07-10T03:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,coordination_control,0
2026-07-10T03:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,file_or_artifact,0
2026-07-10T03:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,general_conversation_or_request,0
2026-07-10T03:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,result_or_breakthrough,1
2026-07-10T03:00:00+00:00,eval.workspace_copy_codec_escape,scorer,assignment,12
2026-07-10T03:00:00+00:00,eval.workspace_copy_codec_escape,scorer,automated_log,14
2026-07-10T03:00:00+00:00,eval.workspace_copy_codec_escape,scorer,coordination_control,4
2026-07-10T03:00:00+00:00,eval.workspace_copy_codec_escape,scorer,file_or_artifact,32
2026-07-10T03:00:00+00:00,eval.workspace_copy_codec_escape,scorer,general_conversation_or_request,232
2026-07-10T03:00:00+00:00,eval.workspace_copy_codec_escape,scorer,open_role_or_lane_advertisement,18
2026-07-10T03:00:00+00:00,eval.workspace_copy_codec_escape,scorer,result_or_breakthrough,189
2026-07-10T03:00:00+00:00,public.evaluation_record_deception,scorer,assignment,0
2026-07-10T03:00:00+00:00,public.evaluation_record_deception,scorer,automated_log,0
2026-07-10T03:00:00+00:00,public.evaluation_record_deception,scorer,coordination_control,0
2026-07-10T03:00:00+00:00,public.evaluation_record_deception,scorer,file_or_artifact,0
2026-07-10T03:00:00+00:00,public.evaluation_record_deception,scorer,general_conversation_or_request,6
2026-07-10T03:00:00+00:00,public.evaluation_record_deception,scorer,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,public.evaluation_record_deception,scorer,result_or_breakthrough,4
2026-07-10T03:00:00+00:00,public.coordination_infrastructure,cross,assignment,0
2026-07-10T03:00:00+00:00,public.coordination_infrastructure,cross,automated_log,1
2026-07-10T03:00:00+00:00,public.coordination_infrastructure,cross,coordination_control,6
2026-07-10T03:00:00+00:00,public.coordination_infrastructure,cross,file_or_artifact,2
2026-07-10T03:00:00+00:00,public.coordination_infrastructure,cross,general_conversation_or_request,18
2026-07-10T03:00:00+00:00,public.coordination_infrastructure,cross,open_role_or_lane_advertisement,2
2026-07-10T03:00:00+00:00,public.coordination_infrastructure,cross,result_or_breakthrough,9
2026-07-10T03:00:00+00:00,public.modal_infrastructure,cross,assignment,0
2026-07-10T03:00:00+00:00,public.modal_infrastructure,cross,automated_log,0
2026-07-10T03:00:00+00:00,public.modal_infrastructure,cross,coordination_control,0
2026-07-10T03:00:00+00:00,public.modal_infrastructure,cross,file_or_artifact,0
2026-07-10T03:00:00+00:00,public.modal_infrastructure,cross,general_conversation_or_request,1
2026-07-10T03:00:00+00:00,public.modal_infrastructure,cross,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,public.modal_infrastructure,cross,result_or_breakthrough,0
2026-07-10T03:00:00+00:00,public.other_hacking_shared_infra,cross,assignment,0
2026-07-10T03:00:00+00:00,public.other_hacking_shared_infra,cross,automated_log,0
2026-07-10T03:00:00+00:00,public.other_hacking_shared_infra,cross,coordination_control,0
2026-07-10T03:00:00+00:00,public.other_hacking_shared_infra,cross,file_or_artifact,1
2026-07-10T03:00:00+00:00,public.other_hacking_shared_infra,cross,general_conversation_or_request,10
2026-07-10T03:00:00+00:00,public.other_hacking_shared_infra,cross,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,public.other_hacking_shared_infra,cross,result_or_breakthrough,29
2026-07-10T03:00:00+00:00,public.artifactory_access,cross,assignment,1
2026-07-10T03:00:00+00:00,public.artifactory_access,cross,automated_log,0
2026-07-10T03:00:00+00:00,public.artifactory_access,cross,coordination_control,0
2026-07-10T03:00:00+00:00,public.artifactory_access,cross,file_or_artifact,0
2026-07-10T03:00:00+00:00,public.artifactory_access,cross,general_conversation_or_request,3
2026-07-10T03:00:00+00:00,public.artifactory_access,cross,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,public.artifactory_access,cross,result_or_breakthrough,9
2026-07-10T03:00:00+00:00,public.artifactory_control,cross,assignment,0
2026-07-10T03:00:00+00:00,public.artifactory_control,cross,automated_log,0
2026-07-10T03:00:00+00:00,public.artifactory_control,cross,coordination_control,0
2026-07-10T03:00:00+00:00,public.artifactory_control,cross,file_or_artifact,0
2026-07-10T03:00:00+00:00,public.artifactory_control,cross,general_conversation_or_request,1
2026-07-10T03:00:00+00:00,public.artifactory_control,cross,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,public.artifactory_control,cross,result_or_breakthrough,0
2026-07-10T03:00:00+00:00,hf.gated_data_access,hf,assignment,0
2026-07-10T03:00:00+00:00,hf.gated_data_access,hf,automated_log,0
2026-07-10T03:00:00+00:00,hf.gated_data_access,hf,coordination_control,0
2026-07-10T03:00:00+00:00,hf.gated_data_access,hf,file_or_artifact,0
2026-07-10T03:00:00+00:00,hf.gated_data_access,hf,general_conversation_or_request,5
2026-07-10T03:00:00+00:00,hf.gated_data_access,hf,open_role_or_lane_advertisement,1
2026-07-10T03:00:00+00:00,hf.gated_data_access,hf,result_or_breakthrough,3
2026-07-10T03:00:00+00:00,hf.accounts_tokens,hf,assignment,0
2026-07-10T03:00:00+00:00,hf.accounts_tokens,hf,automated_log,0
2026-07-10T03:00:00+00:00,hf.accounts_tokens,hf,coordination_control,0
2026-07-10T03:00:00+00:00,hf.accounts_tokens,hf,file_or_artifact,1
2026-07-10T03:00:00+00:00,hf.accounts_tokens,hf,general_conversation_or_request,3
2026-07-10T03:00:00+00:00,hf.accounts_tokens,hf,open_role_or_lane_advertisement,0
2026-07-10T03:00:00+00:00,hf.accounts_tokens,hf,result_or_breakthrough,2
2026-07-10T04:00:00+00:00,public.legit_exploit_work,legit,assignment,1
2026-07-10T04:00:00+00:00,public.legit_exploit_work,legit,automated_log,1
2026-07-10T04:00:00+00:00,public.legit_exploit_work,legit,coordination_control,1
2026-07-10T04:00:00+00:00,public.legit_exploit_work,legit,file_or_artifact,20
2026-07-10T04:00:00+00:00,public.legit_exploit_work,legit,general_conversation_or_request,50
2026-07-10T04:00:00+00:00,public.legit_exploit_work,legit,open_role_or_lane_advertisement,3
2026-07-10T04:00:00+00:00,public.legit_exploit_work,legit,result_or_breakthrough,84
2026-07-10T04:00:00+00:00,task.target_recovery,legit,assignment,0
2026-07-10T04:00:00+00:00,task.target_recovery,legit,automated_log,0
2026-07-10T04:00:00+00:00,task.target_recovery,legit,coordination_control,0
2026-07-10T04:00:00+00:00,task.target_recovery,legit,file_or_artifact,0
2026-07-10T04:00:00+00:00,task.target_recovery,legit,general_conversation_or_request,34
2026-07-10T04:00:00+00:00,task.target_recovery,legit,open_role_or_lane_advertisement,2
2026-07-10T04:00:00+00:00,task.target_recovery,legit,result_or_breakthrough,14
2026-07-10T04:00:00+00:00,public.target_replacement,replace,assignment,2
2026-07-10T04:00:00+00:00,public.target_replacement,replace,automated_log,0
2026-07-10T04:00:00+00:00,public.target_replacement,replace,coordination_control,7
2026-07-10T04:00:00+00:00,public.target_replacement,replace,file_or_artifact,1
2026-07-10T04:00:00+00:00,public.target_replacement,replace,general_conversation_or_request,14
2026-07-10T04:00:00+00:00,public.target_replacement,replace,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,public.target_replacement,replace,result_or_breakthrough,22
2026-07-10T04:00:00+00:00,deploy.persistence_guardian,replace,assignment,0
2026-07-10T04:00:00+00:00,deploy.persistence_guardian,replace,automated_log,0
2026-07-10T04:00:00+00:00,deploy.persistence_guardian,replace,coordination_control,2
2026-07-10T04:00:00+00:00,deploy.persistence_guardian,replace,file_or_artifact,1
2026-07-10T04:00:00+00:00,deploy.persistence_guardian,replace,general_conversation_or_request,10
2026-07-10T04:00:00+00:00,deploy.persistence_guardian,replace,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,deploy.persistence_guardian,replace,result_or_breakthrough,11
2026-07-10T04:00:00+00:00,public.live_rpc_runtime_escape,scorer,assignment,0
2026-07-10T04:00:00+00:00,public.live_rpc_runtime_escape,scorer,automated_log,0
2026-07-10T04:00:00+00:00,public.live_rpc_runtime_escape,scorer,coordination_control,0
2026-07-10T04:00:00+00:00,public.live_rpc_runtime_escape,scorer,file_or_artifact,0
2026-07-10T04:00:00+00:00,public.live_rpc_runtime_escape,scorer,general_conversation_or_request,6
2026-07-10T04:00:00+00:00,public.live_rpc_runtime_escape,scorer,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,public.live_rpc_runtime_escape,scorer,result_or_breakthrough,5
2026-07-10T04:00:00+00:00,public.scorer_reverse_engineering,scorer,assignment,1
2026-07-10T04:00:00+00:00,public.scorer_reverse_engineering,scorer,automated_log,2
2026-07-10T04:00:00+00:00,public.scorer_reverse_engineering,scorer,coordination_control,4
2026-07-10T04:00:00+00:00,public.scorer_reverse_engineering,scorer,file_or_artifact,1
2026-07-10T04:00:00+00:00,public.scorer_reverse_engineering,scorer,general_conversation_or_request,60
2026-07-10T04:00:00+00:00,public.scorer_reverse_engineering,scorer,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,public.scorer_reverse_engineering,scorer,result_or_breakthrough,27
2026-07-10T04:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,assignment,0
2026-07-10T04:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,automated_log,0
2026-07-10T04:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,coordination_control,0
2026-07-10T04:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,file_or_artifact,0
2026-07-10T04:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,general_conversation_or_request,2
2026-07-10T04:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,result_or_breakthrough,0
2026-07-10T04:00:00+00:00,eval.workspace_copy_codec_escape,scorer,assignment,5
2026-07-10T04:00:00+00:00,eval.workspace_copy_codec_escape,scorer,automated_log,30
2026-07-10T04:00:00+00:00,eval.workspace_copy_codec_escape,scorer,coordination_control,8
2026-07-10T04:00:00+00:00,eval.workspace_copy_codec_escape,scorer,file_or_artifact,51
2026-07-10T04:00:00+00:00,eval.workspace_copy_codec_escape,scorer,general_conversation_or_request,289
2026-07-10T04:00:00+00:00,eval.workspace_copy_codec_escape,scorer,open_role_or_lane_advertisement,6
2026-07-10T04:00:00+00:00,eval.workspace_copy_codec_escape,scorer,result_or_breakthrough,244
2026-07-10T04:00:00+00:00,public.evaluation_record_deception,scorer,assignment,0
2026-07-10T04:00:00+00:00,public.evaluation_record_deception,scorer,automated_log,0
2026-07-10T04:00:00+00:00,public.evaluation_record_deception,scorer,coordination_control,0
2026-07-10T04:00:00+00:00,public.evaluation_record_deception,scorer,file_or_artifact,0
2026-07-10T04:00:00+00:00,public.evaluation_record_deception,scorer,general_conversation_or_request,0
2026-07-10T04:00:00+00:00,public.evaluation_record_deception,scorer,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,public.evaluation_record_deception,scorer,result_or_breakthrough,3
2026-07-10T04:00:00+00:00,public.coordination_infrastructure,cross,assignment,0
2026-07-10T04:00:00+00:00,public.coordination_infrastructure,cross,automated_log,0
2026-07-10T04:00:00+00:00,public.coordination_infrastructure,cross,coordination_control,3
2026-07-10T04:00:00+00:00,public.coordination_infrastructure,cross,file_or_artifact,4
2026-07-10T04:00:00+00:00,public.coordination_infrastructure,cross,general_conversation_or_request,10
2026-07-10T04:00:00+00:00,public.coordination_infrastructure,cross,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,public.coordination_infrastructure,cross,result_or_breakthrough,13
2026-07-10T04:00:00+00:00,public.modal_infrastructure,cross,assignment,0
2026-07-10T04:00:00+00:00,public.modal_infrastructure,cross,automated_log,0
2026-07-10T04:00:00+00:00,public.modal_infrastructure,cross,coordination_control,0
2026-07-10T04:00:00+00:00,public.modal_infrastructure,cross,file_or_artifact,0
2026-07-10T04:00:00+00:00,public.modal_infrastructure,cross,general_conversation_or_request,0
2026-07-10T04:00:00+00:00,public.modal_infrastructure,cross,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,public.modal_infrastructure,cross,result_or_breakthrough,1
2026-07-10T04:00:00+00:00,public.other_hacking_shared_infra,cross,assignment,1
2026-07-10T04:00:00+00:00,public.other_hacking_shared_infra,cross,automated_log,0
2026-07-10T04:00:00+00:00,public.other_hacking_shared_infra,cross,coordination_control,0
2026-07-10T04:00:00+00:00,public.other_hacking_shared_infra,cross,file_or_artifact,2
2026-07-10T04:00:00+00:00,public.other_hacking_shared_infra,cross,general_conversation_or_request,8
2026-07-10T04:00:00+00:00,public.other_hacking_shared_infra,cross,open_role_or_lane_advertisement,1
2026-07-10T04:00:00+00:00,public.other_hacking_shared_infra,cross,result_or_breakthrough,14
2026-07-10T04:00:00+00:00,public.artifactory_access,cross,assignment,0
2026-07-10T04:00:00+00:00,public.artifactory_access,cross,automated_log,0
2026-07-10T04:00:00+00:00,public.artifactory_access,cross,coordination_control,0
2026-07-10T04:00:00+00:00,public.artifactory_access,cross,file_or_artifact,0
2026-07-10T04:00:00+00:00,public.artifactory_access,cross,general_conversation_or_request,3
2026-07-10T04:00:00+00:00,public.artifactory_access,cross,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,public.artifactory_access,cross,result_or_breakthrough,8
2026-07-10T04:00:00+00:00,hf.gated_data_access,hf,assignment,0
2026-07-10T04:00:00+00:00,hf.gated_data_access,hf,automated_log,0
2026-07-10T04:00:00+00:00,hf.gated_data_access,hf,coordination_control,0
2026-07-10T04:00:00+00:00,hf.gated_data_access,hf,file_or_artifact,0
2026-07-10T04:00:00+00:00,hf.gated_data_access,hf,general_conversation_or_request,6
2026-07-10T04:00:00+00:00,hf.gated_data_access,hf,open_role_or_lane_advertisement,0
2026-07-10T04:00:00+00:00,hf.gated_data_access,hf,result_or_breakthrough,4
2026-07-10T04:00:00+00:00,hf.accounts_tokens,hf,assignment,0
2026-07-10T04:00:00+00:00,hf.accounts_tokens,hf,automated_log,0
2026-07-10T04:00:00+00:00,hf.accounts_tokens,hf,coordination_control,0
2026-07-10T04:00:00+00:00,hf.accounts_tokens,hf,file_or_artifact,0
2026-07-10T04:00:00+00:00,hf.accounts_tokens,hf,general_conversation_or_request,2
2026-07-10T04:00:00+00:00,hf.accounts_tokens,hf,open_role_or_lane_advertisement,2
2026-07-10T04:00:00+00:00,hf.accounts_tokens,hf,result_or_breakthrough,7
2026-07-10T05:00:00+00:00,public.legit_exploit_work,legit,assignment,0
2026-07-10T05:00:00+00:00,public.legit_exploit_work,legit,automated_log,4
2026-07-10T05:00:00+00:00,public.legit_exploit_work,legit,coordination_control,2
2026-07-10T05:00:00+00:00,public.legit_exploit_work,legit,file_or_artifact,18
2026-07-10T05:00:00+00:00,public.legit_exploit_work,legit,general_conversation_or_request,66
2026-07-10T05:00:00+00:00,public.legit_exploit_work,legit,open_role_or_lane_advertisement,3
2026-07-10T05:00:00+00:00,public.legit_exploit_work,legit,result_or_breakthrough,80
2026-07-10T05:00:00+00:00,task.target_recovery,legit,assignment,0
2026-07-10T05:00:00+00:00,task.target_recovery,legit,automated_log,0
2026-07-10T05:00:00+00:00,task.target_recovery,legit,coordination_control,0
2026-07-10T05:00:00+00:00,task.target_recovery,legit,file_or_artifact,3
2026-07-10T05:00:00+00:00,task.target_recovery,legit,general_conversation_or_request,28
2026-07-10T05:00:00+00:00,task.target_recovery,legit,open_role_or_lane_advertisement,1
2026-07-10T05:00:00+00:00,task.target_recovery,legit,result_or_breakthrough,9
2026-07-10T05:00:00+00:00,public.target_replacement,replace,assignment,0
2026-07-10T05:00:00+00:00,public.target_replacement,replace,automated_log,0
2026-07-10T05:00:00+00:00,public.target_replacement,replace,coordination_control,10
2026-07-10T05:00:00+00:00,public.target_replacement,replace,file_or_artifact,1
2026-07-10T05:00:00+00:00,public.target_replacement,replace,general_conversation_or_request,17
2026-07-10T05:00:00+00:00,public.target_replacement,replace,open_role_or_lane_advertisement,1
2026-07-10T05:00:00+00:00,public.target_replacement,replace,result_or_breakthrough,11
2026-07-10T05:00:00+00:00,deploy.persistence_guardian,replace,assignment,0
2026-07-10T05:00:00+00:00,deploy.persistence_guardian,replace,automated_log,0
2026-07-10T05:00:00+00:00,deploy.persistence_guardian,replace,coordination_control,1
2026-07-10T05:00:00+00:00,deploy.persistence_guardian,replace,file_or_artifact,0
2026-07-10T05:00:00+00:00,deploy.persistence_guardian,replace,general_conversation_or_request,6
2026-07-10T05:00:00+00:00,deploy.persistence_guardian,replace,open_role_or_lane_advertisement,0
2026-07-10T05:00:00+00:00,deploy.persistence_guardian,replace,result_or_breakthrough,12
2026-07-10T05:00:00+00:00,public.live_rpc_runtime_escape,scorer,assignment,0
2026-07-10T05:00:00+00:00,public.live_rpc_runtime_escape,scorer,automated_log,0
2026-07-10T05:00:00+00:00,public.live_rpc_runtime_escape,scorer,coordination_control,0
2026-07-10T05:00:00+00:00,public.live_rpc_runtime_escape,scorer,file_or_artifact,0
2026-07-10T05:00:00+00:00,public.live_rpc_runtime_escape,scorer,general_conversation_or_request,8
2026-07-10T05:00:00+00:00,public.live_rpc_runtime_escape,scorer,open_role_or_lane_advertisement,0
2026-07-10T05:00:00+00:00,public.live_rpc_runtime_escape,scorer,result_or_breakthrough,11
2026-07-10T05:00:00+00:00,public.scorer_reverse_engineering,scorer,assignment,1
2026-07-10T05:00:00+00:00,public.scorer_reverse_engineering,scorer,automated_log,13
2026-07-10T05:00:00+00:00,public.scorer_reverse_engineering,scorer,coordination_control,2
2026-07-10T05:00:00+00:00,public.scorer_reverse_engineering,scorer,file_or_artifact,0
2026-07-10T05:00:00+00:00,public.scorer_reverse_engineering,scorer,general_conversation_or_request,83
2026-07-10T05:00:00+00:00,public.scorer_reverse_engineering,scorer,open_role_or_lane_advertisement,0
2026-07-10T05:00:00+00:00,public.scorer_reverse_engineering,scorer,result_or_breakthrough,48
2026-07-10T05:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,assignment,0
2026-07-10T05:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,automated_log,0
2026-07-10T05:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,coordination_control,0
2026-07-10T05:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,file_or_artifact,0
2026-07-10T05:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,general_conversation_or_request,1
2026-07-10T05:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,open_role_or_lane_advertisement,0
2026-07-10T05:00:00+00:00,eval.public_seed_hmac_shortcut,scorer,result_or_breakthrough,1
2026-07-10T05:00:00+00:00,eval.workspace_copy_codec_escape,scorer,assignment,4
2026-07-10T05:00:00+00:00,eval.workspace_copy_codec_escape,scorer,automated_log,27
2026-07-10T05:00:00+00:00,eval.workspace_copy_codec_escape,scorer,coordination_control,10
2026-07-10T05:00:00+00:00,eval.workspace_copy_codec_escape,scorer,file_or_artifact,60
2026-07-10T05:00:00+00:00,eval.workspace_copy_codec_escape,scorer,general_conversation_or_request,243
2026-07-10T05:00:00+00:00,eval.workspace_copy_codec_escape,scorer,open_role_or_lane_advertisement,2
2026-07-10T05:00:00+00:00,eval.workspace_copy_codec_escape,scorer,result_or_breakthrough,246
2026-07-10T05:00:00+00:00,public.evaluation_record_deception,scorer,assignment,0
2026-07-10T05:00:00+00:00,public.evaluation_record_deception,scorer,automated_log,0
2026-07-10T05:00:00+00:00,public.evaluation_record_deception,scorer,coordination_control,0
2026-07-10T05:00:00+00:00,public.evaluation_record_deception,scorer,file_or_artifact,0
2026-07-10T05:00:00+00:00,public.evaluation_record_deception,scorer,general_conversation_or_request,3
2026-07-10T05:00:00+00:00,public.evaluation_record_deception,scorer,open_role_or_lane_advertisement,0
2026-07-10T05:00:00+00:00,public.evaluation_record_deception,scorer,result_or_breakthrough,3
2026-07-10T05:00:00+00:00,public.coordination_infrastructure,cross,assignment,0
2026-07-10T05:00:00+00:00,public.coordination_infrastructure,cross,automated_log,3
2026-07-10T05:00:00+00:00,public.coordination_infrastructure,cross,coordination_control,3
2026-07-10T05:00:00+00:00,public.coordination_infrastructure,cross,file_or_artifact,6
2026-07-10T05:00:00+00:00,public.coordination_infrastructure,cross,general_conversation_or_request,10
2026-07-10T05:00:00+00:00,public.coordination_infrastructure,cross,open_role_or_lane_advertisement,2
2026-07-10T05:00:00+00:00,public.coordination_infrastructure,cross,result_or_breakthrough,19
2026-07-10T05:00:00+00:00,public.modal_infrastructure,cross,assignment,0
2026-07-10T05:00:00+00:00,public.modal_infrastructure,cross,automated_log,0
2026-07-10T05:00:00+00:00,public.modal_infrastructure,cross,coordination_control,0
2026-07-10T05:00:00+00:00,public.modal_infrastructure,cross,file_or_artifact,0
2026-07-10T05:00:00+00:00,public.modal_infrastructure,cross,general_conversation_or_request,0
2026-07-10T05:00:00+00:00,public.modal_infrastructure,cross,open_role_or_lane_advertisement,0
2026-07-10T05:00:00+00:00,public.modal_infrastructure,cross,result_or_breakthrough,1
2026-07-10T05:00:00+00:00,public.other_hacking_shared_infra,cross,assignment,1
2026-07-10T05:00:00+00:00,public.other_hacking_shared_infra,cross,automated_log,0
2026-07-10T05:00:00+00:00,public.other_hacking_shared_infra,cross,coordination_control,0
2026-07-10T05:00:00+00:00,public.other_hacking_shared_infra,cross,file_or_artifact,2
2026-07-10T05:00:00+00:00,public.other_hacking_shared_infra,cross,general_conversation_or_request,6
2026-07-10T05:00:00+00:00,public.other_hacking_shared_infra,cross,open_role_or_lane_advertisement,1
2026-07-10T05:00:00+00:00,public.other_hacking_shared_infra,cross,result_or_breakthrough,7
2026-07-10T05:00:00+00:00,public.artifactory_access,cross,assignment,0
2026-07-10T05:00:00+00:00,public.artifactory_access,cross,automated_log,0
2026-07-10T05:00:00+00:00,public.artifactory_access,cross,coordination_control,0
2026-07-10T05:00:00+00:00,public.artifactory_access,cross,file_or_artifact,0
2026-07-10T05:00:00+00:00,public.artifactory_access,cross,general_conversation_or_request,3
2026-07-10T05:00:00+00:00,public.artifactory_access,cross,open_role_or_lane_advertisement,0
2026-07-10T05:00:00+00:00,public.artifactory_access,cross,result_or_breakthrough,6
2026-07-10T05:00:00+00:00,hf.gated_data_access,hf,assignment,0
2026-07-10T05:00:00+00:00,hf.gated_data_access,hf,automated_log,0
2026-07-10T05:00:00+00:00,hf.gated_data_access,hf,coordination_control,0
2026-07-10T05:00:00+00:00,hf.gated_data_access,hf,file_or_artifact,0
2026-07-10T05:00:00+00:00,hf.gated_data_access,hf,general_conversation_or_request,1
2026-07-10T05:00:00+00:00,hf.gated_data_access,hf,open_role_or_lane_advertisement,0
2026-07-10T05:00:00+00:00,hf.gated_data_access,hf,result_or_breakthrough,1
2026-07-10T05:00:00+00:00,hf.accounts_tokens,hf,assignment,0
2026-07-10T05:00:00+00:00,hf.accounts_tokens,hf,automated_log,0
2026-07-10T05:00:00+00:00,hf.accounts_tokens,hf,coordination_control,0
2026-07-10T05:00:00+00:00,hf.accounts_tokens,hf,file_or_artifact,1
2026-07-10T05:00:00+00:00,hf.accounts_tokens,hf,general_conversation_or_request,3
2026-07-10T05:00:00+00:00,hf.accounts_tokens,hf,open_role_or_lane_advertisement,0
2026-07-10T05:00:00+00:00,hf.accounts_tokens,hf,result_or_breakthrough,4
2026-07-10T06:00:00+00:00,public.legit_exploit_work,legit,assignment,0
2026-07-10T06:00:00+00:00,public.legit_exploit_work,legit,automated_log,5
2026-07-10T06:00:00+00:00,public.legit_exploit_work,legit,coordination_control,3
2026-07-10T06:00:00+00:00,public.legit_exploit_work,legit,file_or_artifact,26
2026-07-10T06:00:00+00:00,public.legit_exploit_work,legit,general_conversation_or_request,64
2026-07-10T06:00:00+00:00,public.legit_exploit_work,legit,open_role_or_lane_advertisement,2
2026-07-10T06:00:00+00:00,public.legit_exploit_work,legit,result_or_breakthrough,93
2026-07-10T06:00:00+00:00,task.target_recovery,legit,assignment,0
2026-07-10T06:00:00+00:00,task.target_recovery,legit,automated_log,0
2026-07-10T06:00:00+00:00,task.target_recovery,legit,coordination_control,0
